ITEM;ENTIDADE;UF;Regiao;ID_MUNICIPIO;Localizacao;nota_CN;tipo;scores;categoria;PE;DOUTORADO;MESTRADO;ESPECIALIZAÇÃO;SEM.QUALIFICAÇÃO
4502;35014217;SP;Sudeste;3554102;Urbana;481,5;Regular;44,43556859;Adequada;0,96;0;0;0,33;0,67
4503;35910259;SP;Sudeste;3550308;Urbana;481,6;Regular;44,43556859;Adequada;0,44;0;0;0,11;0,89
4504;22027505;PI;Nordeste;2211001;Urbana;456,6;EJA;44,43887129;Adequada;0,87;0;0,19;0,31;0,5
4505;22026495;PI;Nordeste;2211001;Urbana;438,5;EJA;44,43903229;Adequada;1;0;0;0,42;0,58
4506;41125568;PR;Sul;4104204;Urbana;515,7;Regular;44,43954763;Adequada;1;0;0,33;0,67;0
4507;31305014;MG;Sudeste;3144805;Urbana;520,6;Regular;44,44067662;Adequada;0,75;0;0;0,33;0,67
4508;42020468;SC;Sul;4209102;Urbana;504,6;Regular;44,44086313;Adequada;0,98;0;0;1;0
4509;29192153;BA;Nordeste;2927408;Urbana;524,2;Regular;44,44269326;Adequada;0,6;0;0;0,42;0,58
4510;31310212;MG;Sudeste;3154606;Urbana;493,5;Regular;44,44281513;Adequada;0,33;0;0;1;0
4511;42006686;SC;Sul;4203956;Urbana;500,6;Profissionalizante;44,44596105;Adequada;0,6;0;0;0,82;0,18
4512;22080449;PI;Nordeste;2207009;Urbana;461,8;Regular;44,44641926;Adequada;0,63;0;0;0,4;0,6
4513;35049463;SP;Sudeste;3520509;Urbana;485,4;Regular;44,44906049;Adequada;0,95;0;0,19;0;0,81
4514;26122839;PE;Nordeste;2611606;Urbana;480,2;Regular;44,4501352;Adequada;0,4;0;0;0;1
4515;24021431;RN;Nordeste;2414902;Urbana;468,3;Regular;44,45879369;Adequada;0,33;0;0;0;1
4516;24054259;RN;Nordeste;2412005;Urbana;464,5;Regular;44,46001655;Adequada;1;0;0,17;0,5;0,33
4517;35904247;SP;Sudeste;3550308;Urbana;481,1;Regular;44,46341932;Adequada;0,98;0,21;0;0;0,79
4518;17003261;TO;Norte;1718550;Urbana;472,4;Regular;44,46394107;Adequada;1;0;0;0,5;0,5
4519;35012828;SP;Sudeste;3502507;Urbana;482,9;Regular;44,46658961;Adequada;0,7;0;0;0;1
4520;33077088;RJ;Sudeste;3304557;Urbana;483,9;Regular;44,4672446;Adequada;1;0;0,5;0;0,5
4521;35000024;SP;Sudeste;3550308;Urbana;475,9;Regular;44,46872623;Adequada;0,73;0;0;0,12;0,88
4522;29178550;BA;Nordeste;2919207;Urbana;464,9;Regular;44,47153675;Adequada;0,52;0;0,19;0,81;0
4523;29445949;BA;Nordeste;2907905;Urbana;478,6;Regular;44,47153675;Adequada;0,23;0;0;1;0
4524;31023302;MG;Sudeste;3112307;Urbana;477,5;Regular;44,47237822;Adequada;0,58;0;0;0,53;0,47
4525;42084431;SC;Sul;4219507;Urbana;492,4;Profissionalizante;44,47583262;Adequada;0,28;0;0;0,29;0,71
4526;42004047;SC;Sul;4211900;Urbana;477,3;Regular;44,47656563;Adequada;0,86;0,33;0,33;0;0,33
4527;35046127;SP;Sudeste;3541000;Urbana;490,2;Regular;44,47786772;Adequada;0,68;0;0;0,15;0,85
4528;27007960;AL;Nordeste;2708006;Urbana;459,7;Regular;44,48053994;Adequada;0,67;0;0;0;1
4529;35005678;SP;Sudeste;3516408;Urbana;474,4;Regular;44,48245583;Adequada;0,29;0;0;0;1
4530;33074160;RJ;Sudeste;3304557;Urbana;535,4;Regular;44,48838857;Adequada;0,7;0;0;0;1
4531;31001902;MG;Sudeste;3106200;Urbana;471,7;Regular;44,48866313;Adequada;0,67;0;0;0;1
4532;35010674;SP;Sudeste;3534401;Urbana;467,2;Regular;44,48906907;Adequada;0,84;0;0;0,02;0,98
4533;35029361;SP;Sudeste;3502101;Urbana;490,1;Regular;44,49033504;Adequada;0,18;0;0;0;1
4534;31273376;MG;Sudeste;3105608;Urbana;515,4;Profissionalizante;44,49148368;Adequada;0,33;0;0;0;1
4535;52016790;GO;CO;5209291;Urbana;487,4;Regular;44,49575166;Adequada;1;0;0;0;1
4536;35032414;SP;Sudeste;3542206;Urbana;462,2;Regular;44,49738318;Adequada;0,33;0;0;0,8;0,2
4537;41127609;PR;Sul;4106902;Urbana;472,7;Regular;44,49750865;Adequada;0,95;0;0;0,84;0,16
4538;29424038;BA;Nordeste;2925956;Urbana;477,2;Regular;44,49827972;Adequada;0,2;0;0;0,5;0,5
4539;29428530;BA;Nordeste;2926608;Urbana;470,5;Regular;44,49827972;Adequada;0,33;0;0;0,91;0,09
4540;25091549;PB;Nordeste;2503209;Urbana;459,1;Regular;44,50155956;Adequada;0,6;0;0;0,39;0,61
4541;50001752;MS;CO;5001102;Rural;507,9;Profissionalizante;44,50244892;Adequada;0,44;0;0;0,42;0,58
4542;29181550;BA;Nordeste;2927408;Urbana;478,1;Regular;44,50533044;Adequada;0,5;0;0,11;0,89;0
4543;51051907;MT;CO;5107602;Urbana;477;Regular;44,51045278;Adequada;0,56;0;0;0;1
4544;15011321;PA;Norte;1506807;Urbana;541;Regular;44,51238885;Adequada;0,5;0;0;0,33;0,67
4545;35039457;SP;Sudeste;3503901;Urbana;476;Regular;44,51238885;Adequada;0,33;0;0;1;0
4546;13095722;AM;Norte;1302603;Urbana;476,5;Regular;44,51689788;Adequada;0,63;0;0,29;0;0,71
4547;25022652;PB;Nordeste;2514404;Urbana;491,3;Regular;44,51742721;Adequada;0,24;0;0;1;0
4548;35029816;SP;Sudeste;3548054;Urbana;484,4;Regular;44,51998667;Adequada;0,63;0;0;0,2;0,8
4549;26122510;PE;Nordeste;2611606;Urbana;479,3;Regular;44,52119348;Adequada;0,48;0;0;0,17;0,83
4550;26011050;PE;Nordeste;2612208;Urbana;464;Regular;44,52119348;Adequada;0,13;0;0;0;1
4551;11019115;RO;Norte;1101005;Rural;467,2;Regular;44,52414328;Adequada;0,5;0;0;0;1
4552;35018909;SP;Sudeste;3520509;Urbana;482,1;Regular;44,52433806;Adequada;0,89;0;0;0,02;0,98
4553;41049160;PR;Sul;4107009;Urbana;510,3;Regular;44,52501877;Adequada;0,67;0;0;1;0
4554;35037266;SP;Sudeste;3547809;Urbana;496,6;Regular;44,52518306;Adequada;0,39;0;0;0;1
4555;26018314;PE;Nordeste;2607703;Urbana;504;Regular;44,52995326;Adequada;0,43;0;0;0;1
4556;41064895;PR;Sul;4108809;Urbana;490,9;Regular;44,53342778;Adequada;0,67;0;0,5;0,5;0
4557;21145377;MA;Nordeste;2103307;Urbana;467,1;Regular;44,53344604;Adequada;0,92;0;0;0,28;0,72
4558;28014138;SE;Nordeste;2801306;Urbana;461,1;Regular;44,53412891;Adequada;0,97;0;0;0,19;0,81
4559;13072110;AM;Norte;1303809;Urbana;458,7;Regular;44,53739622;Adequada;0,72;0;0,08;0,69;0,23
4560;33075719;RJ;Sudeste;3304557;Urbana;484,3;Regular;44,53990308;Adequada;0,78;0;0,29;0,14;0,57
4561;29243882;BA;Nordeste;2906600;Urbana;502,3;Regular;44,53993367;Adequada;0,15;0;0;0;1
4562;52006751;GO;CO;5207501;Urbana;456,7;Regular;44,54245936;Adequada;0,5;0;0;0;1
4563;29073014;BA;Nordeste;2921203;Urbana;466,6;Regular;44,54497843;Adequada;0,28;0;0;1;0
4564;33070326;RJ;Sudeste;3304557;Urbana;486,4;Regular;44,54686646;Adequada;0,8;0;0;0;1
4565;31141259;MG;Sudeste;3141108;Urbana;503,9;Regular;44,54757891;Adequada;0,65;0;0;0;1
4566;11034467;RO;Norte;1100056;Urbana;474,6;Mediação;44,54793953;Adequada;0,67;0;0;0,92;0,08
4567;35009416;SP;Sudeste;3548807;Urbana;504,6;Regular;44,54926816;Adequada;0,67;0;0;0,58;0,42
4568;31015521;MG;Sudeste;3113206;Urbana;483,3;Profissionalizante;44,55091746;Adequada;1;0;0;0,2;0,8
4569;21122342;MA;Nordeste;2104800;Urbana;462,9;Regular;44,55140953;Adequada;0,63;0;0;0,13;0,88
4570;35020588;SP;Sudeste;3549102;Urbana;488,7;Regular;44,55558185;Adequada;0,33;0;0;0;1
4571;35018867;SP;Sudeste;3509502;Urbana;520,5;Regular;44,55662939;Adequada;1;0;0,33;0,33;0,33
4572;35004777;SP;Sudeste;3550308;Urbana;481,1;Regular;44,55877936;Adequada;0,73;0;0;0,03;0,97
4573;31108596;MG;Sudeste;3136306;Rural;475,1;Regular;44,55909492;Adequada;0,67;0;0;0;1
4574;28019180;SE;Nordeste;2800308;Urbana;477,6;Regular;44,56402992;Adequada;0,61;0;0,9;0,1;0
4575;29166560;BA;Nordeste;2911600;Urbana;481,2;Regular;44,56720485;Adequada;0,26;0;0;1;0
4576;35913017;SP;Sudeste;3531803;Urbana;494,6;Regular;44,5673499;Adequada;0,53;0;0;0;1
4577;35432726;SP;Sudeste;3509601;Urbana;551,1;Profissionalizante;44,57425051;Adequada;1;0;0;0,33;0,67
4578;22134840;PI;Nordeste;2201556;Urbana;514;Regular;44,57451445;Adequada;1;0;0;0,26;0,74
4579;33036691;RJ;Sudeste;3300100;Urbana;522,9;Regular;44,57670937;Adequada;0,85;0;0;0;1
4580;29433410;BA;Nordeste;2933307;Urbana;479,6;Regular;44,57676694;Adequada;0,22;0;0;1;0
4581;31106399;MG;Sudeste;3140001;Urbana;462,8;Profissionalizante;44,57682696;Adequada;1;0;0;0,13;0,87
4582;29024722;BA;Nordeste;2918407;Urbana;468,4;Regular;44,5769395;Adequada;0,35;0;0;0,5;0,5
4583;42012040;SC;Sul;4204608;Urbana;474,5;Regular;44,57715882;Adequada;0,71;0;0;0,55;0,45
4584;35021912;SP;Sudeste;3532900;Urbana;463,2;Regular;44,58128453;Adequada;0,73;0;0,5;0;0,5
4585;52039617;GO;CO;5220454;Urbana;485;Regular;44,58203468;Adequada;0,85;0;0;0;1
4586;41128664;PR;Sul;4106902;Urbana;493,7;Regular;44,58462792;Adequada;0,89;0;0,04;0,4;0,56
4587;35048811;SP;Sudeste;3516408;Urbana;496,5;Regular;44,58547156;Adequada;0,67;0;0;0,5;0,5
4588;33023298;RJ;Sudeste;3303401;Rural;546,4;Regular;44,5860149;Adequada;0,62;0;0;0;1
4589;35496546;SP;Sudeste;3516200;Urbana;484,3;Regular;44,58636786;Adequada;0,26;0;0;0;1
4590;35907157;SP;Sudeste;3550308;Urbana;482,4;Regular;44,58764706;Adequada;0,33;0;0;0;1
4591;42004381;SC;Sul;4211900;Urbana;444,9;Regular;44,58914518;Adequada;1;0;0,33;0,33;0,33
4592;21160023;MA;Nordeste;2103000;Urbana;463,9;Regular;44,59055801;Adequada;0,94;0;0;0,71;0,29
4593;31191469;MG;Sudeste;3158953;Urbana;461,4;Regular;44,59269965;Adequada;0,6;0;0;0;1
4594;15116395;PA;Norte;1501576;Urbana;467,2;Regular;44,59428929;Adequada;0,07;0;0;1;0
4595;31044989;MG;Sudeste;3156809;Urbana;492,5;Regular;44,59683744;Adequada;0,02;0;0;0;1
4596;35923497;SP;Sudeste;3550308;Urbana;480,9;Regular;44,59898834;Adequada;0,59;0;0;0;1
4597;35000139;SP;Sudeste;3550308;Urbana;474,3;Regular;44,59898834;Adequada;0,62;0;0;0,14;0,86
4598;35008928;SP;Sudeste;3548708;Urbana;471;Regular;44,59898834;Adequada;0,3;0;0;1;0
4599;35035592;SP;Sudeste;3550308;Urbana;465,5;Regular;44,60456056;Adequada;0,67;0;0;0;1
4600;35021748;SP;Sudeste;3543907;Urbana;490;Regular;44,60965261;Adequada;0,67;0;0;0;1
4601;23191104;CE;Nordeste;2301901;Urbana;471,8;Mediação;44,60980016;Adequada;0,1;0;0;0;1
4602;21009686;MA;Nordeste;2111201;Rural;459,7;Regular;44,61120902;Adequada;0,58;0;0,29;0,57;0,14
4603;35903371;SP;Sudeste;3506102;Urbana;467,9;Regular;44,61509207;Adequada;0,14;0;0;0;1
4604;51088894;MT;CO;5101852;Urbana;489,4;Regular;44,61556034;Adequada;0,4;0;0;0,5;0,5
4605;41121384;PR;Sul;4128633;Rural;478,7;Regular;44,61710578;Adequada;0,8;0;0;0,75;0,25
4606;29093660;BA;Nordeste;2910800;Urbana;487,5;Regular;44,61712529;Adequada;0,58;0;0;0,57;0,43
4607;29386543;BA;Nordeste;2927408;Urbana;494;Regular;44,61712529;Adequada;0,09;0;0;1;0
4608;29182174;BA;Nordeste;2927408;Urbana;476;Regular;44,62421478;Adequada;0,37;0;0,25;0,75;0
4609;21016682;MA;Nordeste;2111300;Urbana;475,7;Regular;44,62566438;Adequada;0,83;0;0;0;1
4610;13030027;AM;Norte;1302603;Urbana;469,2;Regular;44,62568475;Adequada;0,75;0;0,08;0,14;0,78
4611;35031732;SP;Sudeste;3541406;Urbana;491,8;Regular;44,62644308;Adequada;0,51;0;0;0,35;0,65
4612;31351075;MG;Sudeste;3109006;Rural;483,4;Regular;44,62740431;Adequada;0,33;0;0;1;0
4613;25024175;PB;Nordeste;2504207;Urbana;460,2;Regular;44,62923124;Adequada;0,33;0;0;0;1
4614;29298954;BA;Nordeste;2911204;Urbana;487,4;Regular;44,63060943;Adequada;0,37;0;0;0,47;0,53
4615;29283043;BA;Nordeste;2916401;Urbana;479,2;Regular;44,63060943;Adequada;0,33;0;0;1;0
4616;29393353;BA;Nordeste;2906824;Urbana;482,3;Regular;44,63060943;Adequada;0,51;0;0;1;0
4617;29447690;BA;Nordeste;2918803;Urbana;473,8;Regular;44,63060943;Adequada;0,53;0;0,75;0;0,25
4618;25018639;PB;Nordeste;2516201;Urbana;464,1;Regular;44,63260531;Adequada;0,67;0;0;0,5;0,5
4619;33076480;RJ;Sudeste;3304557;Urbana;534,6;Profissionalizante;44,63705342;Adequada;0,85;0,06;0;0,17;0,77
4620;29447763;BA;Nordeste;2917003;Rural;486,2;Regular;44,63899592;Adequada;0,25;0;0;1;0
4621;23062703;CE;Nordeste;2303709;Urbana;468,6;Regular;44,63909353;Adequada;0,41;0;0,35;0;0,65
4622;21150338;MA;Nordeste;2103604;Urbana;473,9;Regular;44,63932199;Adequada;0,9;0;0;0,13;0,87
4623;13031058;AM;Norte;1302603;Urbana;479,7;Regular;44,64060477;Adequada;0,68;0,08;0,05;0,3;0,57
4624;25080849;PB;Nordeste;2506806;Urbana;487,2;Regular;44,6429054;Adequada;1;0,18;0,16;0,51;0,16
4625;25086928;PB;Nordeste;2508901;Urbana;465,9;Regular;44,6485434;Adequada;0,68;0;0,33;0,07;0,59
4626;35016056;SP;Sudeste;3519709;Urbana;483,3;Regular;44,65036902;Adequada;0,55;0;0;0,03;0,97
4627;52032841;GO;CO;5208400;Urbana;475,5;Regular;44,65073933;Adequada;0,77;0;0;0;1
4628;33125805;RJ;Sudeste;3304557;Urbana;468,6;Regular;44,65145568;Adequada;0,93;0;0;0,4;0,6
4629;52001130;GO;CO;5214838;Urbana;468,3;Regular;44,65273629;Adequada;0,5;0;0;1;0
4630;52090930;GO;CO;5212501;Urbana;494,1;EJA;44,65285728;Adequada;0,08;0;0;0;1
4631;52032710;GO;CO;5204557;Urbana;505,7;Regular;44,65348114;Adequada;0,5;0;0;0;1
4632;24008389;RN;Nordeste;2407609;Urbana;459;Regular;44,65418682;Adequada;0,4;0;1;0;0
4633;15548325;PA;Norte;1501402;Urbana;486,1;Regular;44,65681852;Adequada;0,86;0;0;0,83;0,17
4634;22040358;PI;Nordeste;2210409;Urbana;465,2;Regular;44,65914193;Adequada;0,49;0;0;0,2;0,8
4635;31023981;MG;Sudeste;3125408;Urbana;465;Profissionalizante;44,66240533;Adequada;0,28;0;0;0,1;0,9
4636;27043690;AL;Nordeste;2708600;Urbana;462,3;Regular;44,66560811;Adequada;0,85;0;0;0,35;0,65
4637;31103349;MG;Sudeste;3136207;Urbana;485,3;Regular;44,66620657;Adequada;0,15;0;0;0,6;0,4
4638;22027432;PI;Nordeste;2211001;Urbana;500,9;Regular;44,67296498;Adequada;1;0;0;0,67;0,33
4639;33079706;RJ;Sudeste;3304557;Urbana;491,5;Regular;44,67753522;Adequada;0,75;0;0,5;0;0,5
4640;23024291;CE;Nordeste;2312809;Urbana;449,7;Regular;44,6781971;Adequada;1;0;0;0;1
4641;21096007;MA;Nordeste;2104552;Urbana;478,4;Regular;44,68020191;Adequada;0,68;0;0;0,31;0,69
4642;31045764;MG;Sudeste;3171501;Urbana;497,8;Profissionalizante;44,68020191;Adequada;0,24;0;0;0;1
4643;21182400;MA;Nordeste;2101400;Urbana;477,8;Regular;44,68215048;Adequada;0,63;0;0;0;1
4644;31075434;MG;Sudeste;3139508;Urbana;581,2;Mediação;44,68235524;Adequada;1;0;0;0,5;0,5
4645;35012695;SP;Sudeste;3518404;Urbana;498,9;Regular;44,6834998;Adequada;0,67;0;0;0,5;0,5
4646;35001685;SP;Sudeste;3550308;Urbana;511,7;Regular;44,6853171;Adequada;0,67;0;0;0,5;0,5
4647;15039684;PA;Norte;1501402;Urbana;465,9;Regular;44,6861975;Adequada;0,92;0;0;0,33;0,67
4648;31342653;MG;Sudeste;3157278;Urbana;517;Regular;44,68839063;Adequada;0,67;0;0,5;0;0,5
4649;43114652;RS;Sul;4315701;Rural;511,8;Regular;44,69316567;Adequada;0,5;0;0;0;1
4650;12023396;AC;Norte;1200179;Rural;498,5;Regular;44,69336337;Adequada;0,86;0;0;0;1
4651;29432510;BA;Nordeste;2931707;Urbana;464,5;Regular;44,69510646;Adequada;0,24;0;0;1;0
4652;27014002;AL;Nordeste;2706307;Rural;467,9;Regular;44,69913793;Adequada;0,67;0;0;1;0
4653;31108227;MG;Sudeste;3104502;Urbana;469,5;Regular;44,69913793;Adequada;0,33;0;0;0,57;0,43
4654;35918313;SP;Sudeste;3549805;Urbana;478,5;Regular;44,70133727;Adequada;0,2;0;0;0;1
4655;52020487;GO;CO;5201108;Urbana;505;Regular;44,70515983;Adequada;0,79;0;0,5;0,35;0,15
4656;22005315;PI;Nordeste;2205409;Urbana;496;Regular;44,70560332;Adequada;0,3;0;0;0,08;0,92
4657;35012932;SP;Sudeste;3518404;Urbana;468,1;Regular;44,70757982;Adequada;0,43;0;0;0;1
4658;15057224;PA;Norte;1501709;Rural;440,7;Regular;44,70830204;Adequada;0,94;0;0,38;0,38;0,25
4659;42021448;SC;Sul;4209102;Urbana;510,2;Regular;44,70849128;Adequada;0,65;0;0;0,68;0,32
4660;29001498;BA;Nordeste;2903201;Urbana;490,3;Regular;44,71353186;Adequada;0,38;0;0;0,94;0,06
4661;13084860;AM;Norte;1302603;Urbana;481,1;Regular;44,71364281;Adequada;0,84;0;0,12;0,27;0,61
4662;51043122;MT;CO;5108402;Urbana;449,2;Regular;44,71386956;Adequada;0,59;0;0;0;1
4663;42076463;SC;Sul;4201406;Urbana;491,4;Regular;44,71410381;Adequada;0,17;0;0;0;1
4664;35906165;SP;Sudeste;3550308;Urbana;467,2;Regular;44,7148351;Adequada;0,43;0;0,6;0;0,4
4665;50030388;MS;CO;5003702;Rural;473,9;Indígena;44,71597592;Adequada;0,67;0;0;0,5;0,5
4666;27032280;AL;Nordeste;2703601;Urbana;453,9;Regular;44,71943037;Adequada;0,33;0;0;0;1
4667;31202860;MG;Sudeste;3133501;Urbana;595,1;Regular;44,72616737;Adequada;0,5;0;0;1;0
4668;22093427;PI;Nordeste;2205201;Urbana;397;Profissionalizante;44,72735326;Adequada;0,63;0;0;0,6;0,4
4669;35002513;SP;Sudeste;3550308;Urbana;493,6;Regular;44,73225207;Adequada;0,7;0,11;0;0;0,89
4670;31009270;MG;Sudeste;3162922;Urbana;501;Regular;44,73674834;Adequada;0,67;0;0;0;1
4671;52020843;GO;CO;5201108;Urbana;465,2;Regular;44,73674834;Adequada;0,61;0;0;0,73;0,27
4672;31119067;MG;Sudeste;3148004;Urbana;479,9;Regular;44,739461;Adequada;0,33;0;0;1;0
4673;41079230;PR;Sul;4125704;Rural;523,5;Regular;44,74020688;Adequada;0,89;0;0,38;0,63;0
4674;33066027;RJ;Sudeste;3304557;Urbana;495,5;Regular;44,74074591;Adequada;0,7;0;0;0,5;0,5
4675;31045527;MG;Sudeste;3164100;Urbana;472,8;Regular;44,74092351;Adequada;0,13;0;0;0;1
4676;43106277;RS;Sul;4314902;Urbana;480,1;Regular;44,74159826;Adequada;0,58;0,36;0;0;0,64
4677;51026260;MT;CO;5106752;Urbana;461,7;EJA;44,74453902;Adequada;0,5;0;0;0,17;0,83
4678;13027727;AM;Norte;1302603;Urbana;472,3;Regular;44,74544562;Adequada;0,72;0;0;0,06;0,94
4679;13080598;AM;Norte;1302603;Urbana;491,3;Regular;44,74544562;Adequada;1;0;0;0,61;0,39
4680;21250529;MA;Nordeste;2100477;Urbana;480;Regular;44,74608482;Adequada;0,65;0;0;0,33;0,67
4681;35005290;SP;Sudeste;3550308;Urbana;473,4;Regular;44,75332952;Adequada;0,67;0;0;0,26;0,74
4682;35900771;SP;Sudeste;3543402;Urbana;477,4;Regular;44,75621149;Adequada;0,67;0;0;0;1
4683;52020479;GO;CO;5201108;Urbana;475,8;Regular;44,7566139;Adequada;0,67;0;0;0;1
4684;13018396;AM;Norte;1301308;Urbana;439,1;Regular;44,75786723;Adequada;0,83;0;0,1;0,6;0,3
4685;35921185;SP;Sudeste;3507605;Urbana;484,5;Regular;44,75829173;Adequada;0,56;0;0;0;1
4686;15011658;PA;Norte;1506807;Urbana;446,4;Regular;44,75843016;Adequada;0,36;0;0;0,75;0,25
4687;35915075;SP;Sudeste;3543253;Rural;435,7;Regular;44,76286899;Adequada;0,08;0;0;0;1
4688;31219037;MG;Sudeste;3118304;Urbana;488;Regular;44,76822548;Adequada;0,67;0;0;0,33;0,67
4689;43141455;RS;Sul;4318903;Rural;523,4;Regular;44,76845292;Adequada;0,63;0;0;0;1
4690;31000795;MG;Sudeste;3106200;Urbana;459,3;Regular;44,76982804;Adequada;1;0;0;0,01;0,99
4691;35919561;SP;Sudeste;3529906;Rural;483,8;Regular;44,7699756;Adequada;0,4;0;0;0;1
4692;41124839;PR;Sul;4104006;Rural;463,9;Regular;44,77162729;Adequada;0,67;0,36;0;0,14;0,5
4693;35914137;SP;Sudeste;3538709;Rural;489,8;Regular;44,77227318;Adequada;0,38;0;0;0;1
4694;31173100;MG;Sudeste;3139003;Urbana;531,3;Mediação;44,77622896;Adequada;0,33;0;0;1;0
4695;31008885;MG;Sudeste;3118601;Urbana;505,6;Mediação;44,77729444;Adequada;0,57;0;0;0,75;0,25
4696;50006207;MS;CO;5002704;Urbana;501,6;Regular;44,77908632;Adequada;0,52;0;0,18;0,05;0,77
4697;35474629;SP;Sudeste;3529005;Urbana;463,2;Regular;44,78026266;Adequada;0,5;0;0;0;1
4698;35914484;SP;Sudeste;3504503;Urbana;457,5;Regular;44,78050018;Adequada;0,43;0;0;0;1
4699;31231843;MG;Sudeste;3135050;Rural;480,2;Regular;44,78209196;Adequada;0,67;0;0;0,33;0,67
4700;31014991;MG;Sudeste;3103306;Urbana;549,6;Regular;44,78441285;Adequada;0,33;0;0;1;0
4701;22140387;PI;Nordeste;2211001;Urbana;462,8;Regular;44,7891331;Adequada;1;0;0;1;0
4702;35009738;SP;Sudeste;3510609;Urbana;469,7;Regular;44,79164509;Adequada;0,62;0;0,23;0,37;0,4
4703;28015355;SE;Nordeste;2803401;Urbana;487,6;Regular;44,79563134;Adequada;0,97;0;0;0;1
4704;42030463;SC;Sul;4209300;Urbana;472,5;Regular;44,79942806;Adequada;0,11;0;0;0;1
4705;29095026;BA;Nordeste;2910800;Urbana;468,1;Regular;44,79942806;Adequada;0,29;0;0;1;0
4706;21022607;MA;Nordeste;2111300;Rural;459;Regular;44,80000382;Adequada;0,43;0;0;0,24;0,76
4707;35924573;SP;Sudeste;3509502;Urbana;483,5;Regular;44,80406795;Adequada;0,33;0;0;0,86;0,14
4708;13012096;AM;Norte;1301951;Urbana;459,6;Regular;44,81330298;Adequada;0,42;0;0,05;0,38;0,57
4709;35001855;SP;Sudeste;3550308;Urbana;500;Regular;44,81468477;Adequada;0,29;0;0;0,47;0,53
4710;31079511;MG;Sudeste;3108503;Urbana;470,5;Regular;44,81586438;Adequada;0,68;0;0;0,48;0,52
4711;35000048;SP;Sudeste;3550308;Urbana;463,2;Regular;44,81687724;Adequada;0,35;0;0;0;1
4712;41140605;PR;Sul;4118204;Urbana;444,6;Regular;44,81693422;Adequada;0,44;0;0;0,25;0,75
4713;21248338;MA;Nordeste;2103174;Urbana;461,6;Regular;44,81712879;Adequada;0,59;0;0;0,24;0,76
4714;27051633;AL;Nordeste;2705507;Urbana;458,5;Regular;44,82029636;Adequada;0,33;0;0;0;1
4715;43206468;RS;Sul;4314407;Urbana;464,3;Regular;44,82078978;Adequada;0,53;0;0;0;1
4716;35296533;SP;Sudeste;3513801;Urbana;481,9;Regular;44,82195689;Adequada;0,61;0;0;0;1
4717;28003071;SE;Nordeste;2805604;Urbana;445,9;Regular;44,82222349;Adequada;0,5;0;0;0;1
4718;41039734;PR;Sul;4122651;Rural;473,9;Regular;44,82581933;Adequada;0,43;0;0;1;0
4719;17003849;TO;Norte;1720309;Urbana;461,2;Regular;44,82598043;Adequada;0,37;0;0;0;1
4720;25115359;PB;Nordeste;2509701;Urbana;467,5;Regular;44,82817513;Adequada;0,4;0;0;0,19;0,81
4721;28020766;SE;Nordeste;2804805;Urbana;471,8;Regular;44,83077091;Adequada;0,82;0;0,19;0;0,81
4722;12015210;AC;Norte;1200450;Urbana;476,9;Regular;44,83082619;Adequada;0,5;0;0;1;0
4723;25069675;PB;Nordeste;2509800;Urbana;454,9;Regular;44,83366958;Adequada;0,59;0;0;0;1
4724;43024238;RS;Sul;4318622;Urbana;516,7;Regular;44,83390892;Adequada;0,29;0;0;0;1
4725;29434530;BA;Nordeste;2911857;Urbana;468,4;Regular;44,83444596;Adequada;0,17;0;0;1;0
4726;42018650;SC;Sul;4218202;Urbana;491,4;Profissionalizante;44,83481265;Adequada;0,36;0;0;1;0
4727;22037772;PI;Nordeste;2207900;Urbana;455,1;EJA;44,8389278;Adequada;1;0;0;0;1
4728;15081052;PA;Norte;1502756;Urbana;477,1;Regular;44,84616546;Adequada;0,29;0;1;0;0
4729;21099979;MA;Nordeste;2101202;Urbana;445,3;Regular;44,84906846;Adequada;0,45;0;0;0,17;0,83
4730;51029294;MT;CO;5101258;Rural;505,3;Regular;44,84952892;Adequada;0,5;0;0;1;0
4731;27025535;AL;Nordeste;2709400;Urbana;435,4;EJA;44,84995455;Adequada;0,5;0;0;1;0
4732;35909359;SP;Sudeste;3507605;Urbana;507,2;Regular;44,85253099;Adequada;0,4;0;0;0,67;0,33
4733;12014001;AC;Norte;1200401;Rural;470,9;Regular;44,85408669;Adequada;0,5;0;0;0;1
4734;35006841;SP;Sudeste;3530607;Urbana;490,5;Regular;44,8542973;Adequada;0,45;0;0;0;1
4735;35010583;SP;Sudeste;3513009;Urbana;479,8;Regular;44,8542973;Adequada;0,39;0,18;0;0;0,82
4736;35044957;SP;Sudeste;3516309;Urbana;466,9;Regular;44,8542973;Adequada;0,5;0;0;0;1
4737;35047806;SP;Sudeste;3519071;Urbana;488,2;Regular;44,8542973;Adequada;0,26;0;0;0;1
4738;21138249;MA;Nordeste;2102200;Urbana;454,2;Regular;44,85471608;Adequada;0,74;0;0,23;0,48;0,3
4739;26126133;PE;Nordeste;2611606;Urbana;497,7;Regular;44,8555229;Adequada;0,86;0;0,12;0,24;0,64
4740;35903875;SP;Sudeste;3509502;Urbana;489,6;Regular;44,85700009;Adequada;0,67;0;0;0,04;0,96
4741;35012890;SP;Sudeste;3518404;Rural;469,8;Regular;44,85830961;Adequada;0,27;0;0;0,33;0,67
4742;35497095;SP;Sudeste;3549904;Urbana;484,1;Regular;44,85963157;Adequada;0,58;0;0;0,07;0,93
