ITEM;ENTIDADE;UF;Regiao;ID_MUNICIPIO;Localizacao;nota_CN;tipo;scores;categoria;PE;DOUTORADO;MESTRADO;ESPECIALIZAÇÃO;SEM.QUALIFICAÇÃO
7983;35914733;SP;Sudeste;3550308;Urbana;471,9;Regular;49,52927635;Adequada;0,58;0;0;0,65;0,35
7984;31255611;MG;Sudeste;3166204;Urbana;487,3;Regular;49,53378127;Adequada;0,35;0;0;0;1
7985;29220220;BA;Nordeste;2929909;Urbana;487,1;Regular;49,53615777;Adequada;0,23;0;0;1;0
7986;31009164;MG;Sudeste;3118601;Urbana;493,3;Regular;49,53615777;Adequada;0,62;0;0;0,31;0,69
7987;31045845;MG;Sudeste;3171907;Urbana;504;Regular;49,53615777;Adequada;0,67;0;0;0;1
7988;52033953;GO;CO;5208707;Urbana;478,9;Regular;49,53615777;Adequada;0,89;0;0,25;0;0,75
7989;52046192;GO;CO;5208004;Urbana;474,2;Regular;49,53615777;Adequada;0,34;0;0;0;1
7990;52046370;GO;CO;5208004;Urbana;445,8;Regular;49,53615777;Adequada;0,13;0;0;0;1
7991;15039250;PA;Norte;1501402;Urbana;470,1;Regular;49,54026983;Adequada;0,7;0;0;0,56;0,44
7992;41056540;PR;Sul;4127106;Urbana;478,5;Regular;49,54227145;Adequada;0,33;0;0;1;0
7993;31081591;MG;Sudeste;3143302;Urbana;496,8;Regular;49,5445365;Adequada;0,86;0;0;0,67;0,33
7994;15060659;PA;Norte;1503200;Urbana;478,8;Regular;49,54575443;Adequada;0,45;0;0;0,75;0,25
7995;35001752;SP;Sudeste;3550308;Urbana;481;Regular;49,54616005;Adequada;0,38;0;0;0,28;0,72
7996;35022330;SP;Sudeste;3509403;Urbana;476,6;Regular;49,5468828;Adequada;0,58;0;0;0;1
7997;35921725;SP;Sudeste;3518404;Urbana;443,6;Regular;49,54690953;Adequada;1;0;0;0;1
7998;31305278;MG;Sudeste;3103108;Urbana;539,1;Profissionalizante;49,5469598;Adequada;1;0;0;0,33;0,67
7999;24000957;RN;Nordeste;2404408;Urbana;488,5;Regular;49,54697448;Adequada;0,35;0;0;0;1
8000;11003413;RO;Norte;1100205;Rural;468,4;Regular;49,54761399;Adequada;0,52;0;0,18;0,18;0,64
8001;35020795;SP;Sudeste;3510401;Urbana;506,1;Regular;49,5483599;Adequada;0,61;0;0;0;1
8002;35908460;SP;Sudeste;3552502;Urbana;486,7;Regular;49,5483599;Adequada;0,42;0;0,57;0,11;0,32
8003;35025938;SP;Sudeste;3526803;Urbana;449,4;Regular;49,54890512;Adequada;1;0;0;0;1
8004;31019666;MG;Sudeste;3131158;Rural;449,5;Regular;49,54916023;Adequada;0,67;0;0;0;1
8005;23044039;CE;Nordeste;2313807;Urbana;463,9;Regular;49,55131648;Adequada;0,68;0;0;0,16;0,84
8006;35904703;SP;Sudeste;3513801;Urbana;484,1;Regular;49,55168928;Adequada;0,23;0;0;0,36;0,64
8007;17019303;TO;Norte;1716109;Urbana;482,7;Regular;49,55354614;Adequada;0,23;0;0;0;1
8008;31109169;MG;Sudeste;3171006;Urbana;499,9;Regular;49,55726615;Adequada;0,33;0;0;1;0
8009;41111508;PR;Sul;4120606;Rural;522,3;Regular;49,55839252;Adequada;1;0;0,67;0,33;0
8010;43170650;RS;Sul;4309654;Rural;484,5;Regular;49,55847463;Adequada;1;0;0;0;1
8011;43205852;RS;Sul;4323804;Urbana;471,9;Regular;49,56274385;Adequada;0,32;0;0;0,58;0,42
8012;31001449;MG;Sudeste;3106200;Urbana;488,9;Regular;49,56358245;Adequada;1;0;0;0;1
8013;31182028;MG;Sudeste;3169901;Urbana;511,3;Mediação;49,56358245;Adequada;0,67;0;0;0;1
8014;22075186;PI;Nordeste;2202901;Urbana;457,6;EJA;49,56393265;Adequada;1;0;0;0,5;0,5
8015;41357647;PR;Sul;4118501;Urbana;584,3;EJA;49,564409;Adequada;0,69;0;0;1;0
8016;13001396;AM;Norte;1303809;Urbana;477,9;Regular;49,56652225;Adequada;0,18;0;0;0;1
8017;35042936;SP;Sudeste;3506003;Urbana;469,2;Regular;49,56905698;Adequada;0,59;0;0,63;0;0,38
8018;23083794;CE;Nordeste;2309706;Urbana;524,6;Profissionalizante;49,57021257;Adequada;0,67;0;0;0,5;0,5
8019;21118604;MA;Nordeste;2101608;Urbana;467,6;Regular;49,57269012;Adequada;0,71;0;0;0,25;0,75
8020;35022214;SP;Sudeste;3505500;Urbana;476,9;Regular;49,57523809;Adequada;0,42;0;0;0,9;0,1
8021;42029970;SC;Sul;4202438;Urbana;482,4;Regular;49,5766567;Adequada;0,64;0;0;0,36;0,64
8022;15011607;PA;Norte;1506807;Urbana;458,8;Regular;49,57889483;Adequada;0,76;0;0;0,16;0,84
8023;31032603;MG;Sudeste;3114204;Urbana;510,3;Regular;49,57949367;Adequada;0,98;0;0;0,51;0,49
8024;33090904;RJ;Sudeste;3304904;Urbana;447,3;Regular;49,57965423;Adequada;0,84;0;0;0,5;0,5
8025;35038519;SP;Sudeste;3548708;Urbana;487,9;Regular;49,58106828;Adequada;0,4;0;0;0,19;0,81
8026;50011049;MS;CO;5001003;Urbana;449,4;Regular;49,58387533;Adequada;0,52;0;0;0,64;0,36
8027;41352718;PR;Sul;4104659;Urbana;467,2;Regular;49,58791189;Adequada;1;0;0;0,67;0,33
8028;35006166;SP;Sudeste;3518800;Urbana;506;Regular;49,58915273;Adequada;0,67;0;0;0,5;0,5
8029;25127977;PB;Nordeste;2508901;Urbana;480,6;Profissionalizante;49,59011024;Adequada;0,33;0;0;0;1
8030;41061330;PR;Sul;4117701;Rural;533,9;Regular;49,59211639;Adequada;1;0;0;1;0
8031;31081833;MG;Sudeste;3143302;Urbana;466,4;Regular;49,59291209;Adequada;1;0;0;0,5;0,5
8032;35046292;SP;Sudeste;3550308;Urbana;491,8;Regular;49,59296822;Adequada;0,45;0,07;0;0,18;0,75
8033;15045552;PA;Norte;1502400;Urbana;481,3;Regular;49,59520529;Adequada;0,35;0;0,08;0,54;0,38
8034;27019608;AL;Nordeste;2704104;Urbana;468,9;Regular;49,59651227;Adequada;0,67;0;0,17;0,5;0,33
8035;33001057;RJ;Sudeste;3302056;Rural;587,7;Regular;49,59887656;Adequada;0,67;0;0;0,5;0,5
8036;25114484;PB;Nordeste;2507507;Urbana;481,9;Regular;49,6018254;Adequada;0,83;0;0;0,8;0,2
8037;52035344;GO;CO;5208707;Urbana;488,6;Regular;49,60287681;Adequada;0,79;0;0;0;1
8038;35016494;SP;Sudeste;3554003;Urbana;463,6;Regular;49,60447188;Adequada;0,58;0;0;0,73;0,27
8039;35034010;SP;Sudeste;3534708;Urbana;492,5;Regular;49,60447188;Adequada;0,42;0;0;0,27;0,73
8040;35038295;SP;Sudeste;3550308;Urbana;494;Regular;49,60447188;Adequada;0,47;0;0;0;1
8041;35900679;SP;Sudeste;3516200;Urbana;479,5;Regular;49,60447188;Adequada;0,83;0;0;0,47;0,53
8042;35907546;SP;Sudeste;3545803;Urbana;490,4;Regular;49,60447188;Adequada;0,67;0;0;0;1
8043;35002008;SP;Sudeste;3550308;Urbana;507;Regular;49,60447188;Adequada;0,61;0;0;0,36;0,64
8044;35028125;SP;Sudeste;3533908;Urbana;427,7;Regular;49,60447188;Adequada;0,14;0;0;0;1
8045;35033819;SP;Sudeste;3529005;Urbana;476,5;Regular;49,60447188;Adequada;0,6;0;0;0;1
8046;35049426;SP;Sudeste;3501905;Urbana;482,8;Regular;49,60447188;Adequada;0,83;0;0;0;1
8047;17015952;TO;Norte;1716653;Urbana;467,6;Profissionalizante;49,60518618;Adequada;0,25;0;0;0;1
8048;31043851;MG;Sudeste;3133204;Urbana;481,2;Regular;49,60522806;Adequada;0,64;0;0;0;1
8049;23069562;CE;Nordeste;2304400;Urbana;455,1;Profissionalizante;49,60879871;Adequada;0,29;0;0;0;1
8050;35035270;SP;Sudeste;3537206;Urbana;481,5;Regular;49,60920486;Adequada;0,33;0;0;0,29;0,71
8051;15039676;PA;Norte;1501402;Urbana;473,4;Regular;49,6107924;Adequada;0,68;0;0,14;0,82;0,04
8052;53007360;DF;CO;5300108;Urbana;488,4;Regular;49,61124023;Adequada;0,96;0;0,14;0,06;0,8
8053;29032539;BA;Nordeste;2900207;Urbana;477;Regular;49,61305709;Adequada;0,25;0;0;0;1
8054;50014102;MS;CO;5002159;Urbana;504,4;Regular;49,6139726;Adequada;0,75;0;0;0;1
8055;35903723;SP;Sudeste;3520426;Urbana;495,6;Regular;49,6177074;Adequada;0,91;0;0;0,61;0,39
8056;51026295;MT;CO;5106752;Urbana;474,8;Profissionalizante;49,61914466;Adequada;0,53;0;0;0,54;0,46
8057;31042188;MG;Sudeste;3120839;Urbana;516,6;Regular;49,6210219;Adequada;1;0;0;0;1
8058;35035524;SP;Sudeste;3539806;Urbana;483;Regular;49,62264794;Adequada;0,76;0;0;0;1
8059;29261481;BA;Nordeste;2919959;Urbana;473,4;Regular;49,62292498;Adequada;0,18;0;0;1;0
8060;41132475;PR;Sul;4106902;Urbana;492,8;Profissionalizante;49,62431449;Adequada;0,68;0;0,4;0,53;0,07
8061;24010936;RN;Nordeste;2406106;Urbana;468,3;Profissionalizante;49,62560062;Adequada;0,87;0;0,2;0,19;0,61
8062;25063340;PB;Nordeste;2500403;Urbana;503;Regular;49,62630434;Adequada;1;0,1;0,22;0,1;0,58
8063;27006050;AL;Nordeste;2706406;Urbana;476,9;Regular;49,62634239;Adequada;0,29;0;0;0;1
8064;43149979;RS;Sul;4311239;Urbana;495,9;Regular;49,6311098;Adequada;0,73;0;0;1;0
8065;51013177;MT;CO;5107941;Urbana;478,1;Regular;49,63158942;Adequada;0,4;0;0;0,83;0,17
8066;22065342;PI;Nordeste;2207405;Urbana;498,5;Profissionalizante;49,6322435;Adequada;0,28;0;0;0;1
8067;33011427;RJ;Sudeste;3301009;Rural;487,4;Regular;49,63890801;Adequada;0,46;0;0;0;1
8068;35028319;SP;Sudeste;3554904;Urbana;496,7;Regular;49,64226445;Adequada;0,8;0;0;0,5;0,5
8069;15035891;PA;Norte;1501303;Urbana;486,1;Regular;49,64270898;Adequada;0,37;0;0;0;1
8070;21037604;MA;Nordeste;2101004;Urbana;491,6;Regular;49,64350118;Adequada;0,67;0;0;0;1
8071;11001119;RO;Norte;1100205;Urbana;468,1;Regular;49,6446111;Adequada;0,69;0;0,35;0,45;0,19
8072;41384733;PR;Sul;4128104;Rural;524,1;Profissionalizante;49,64654465;Adequada;0,67;0,5;0;0,5;0
8073;35901155;SP;Sudeste;3509601;Urbana;470;Regular;49,64697336;Adequada;0,63;0;0;0,46;0,54
8074;22014373;PI;Nordeste;2205706;Urbana;482,2;Regular;49,64720581;Adequada;0,97;0;0;0;1
8075;31043206;MG;Sudeste;3127701;Urbana;492,2;Regular;49,64744726;Adequada;0,88;0;0;0,62;0,38
8076;23150297;CE;Nordeste;2307502;Urbana;465,3;Profissionalizante;49,65094669;Adequada;0,5;0;0;0,68;0,32
8077;35006051;SP;Sudeste;3518800;Urbana;502,3;Regular;49,65438761;Adequada;0,86;0;0;0;1
8078;33099774;RJ;Sudeste;3301009;Urbana;494,8;Mediação;49,6582967;Adequada;0,65;0;0;0,15;0,85
8079;41141482;PR;Sul;4100301;Urbana;500,2;Regular;49,65868575;Adequada;0,17;0;0;1;0
8080;31080861;MG;Sudeste;3115474;Urbana;491,3;Regular;49,66049084;Adequada;0,67;0;0;0,5;0,5
8081;17003512;TO;Norte;1720101;Urbana;462,1;Regular;49,66244668;Adequada;0,35;0;0;0,75;0,25
8082;33125333;RJ;Sudeste;3304557;Urbana;486,1;Regular;49,66277301;Adequada;0,76;0;0;0,12;0,88
8083;23167963;CE;Nordeste;2312106;Urbana;465,5;Regular;49,66637855;Adequada;0,35;0;0,63;0,05;0,32
8084;35018659;SP;Sudeste;3520509;Urbana;456;Regular;49,66806943;Adequada;1;0;0;0,5;0,5
8085;12031674;AC;Norte;1200252;Urbana;486,8;Regular;49,66851713;Adequada;0,75;0;0;0,34;0,66
8086;35001193;SP;Sudeste;3550308;Urbana;452,6;Regular;49,67091702;Adequada;0,5;0;0;0;1
8087;35901337;SP;Sudeste;3538709;Urbana;479,2;Regular;49,67091702;Adequada;0,4;0;0;0;1
8088;23085193;CE;Nordeste;2304103;Urbana;466,8;Regular;49,67123376;Adequada;0,7;0;0;0;1
8089;22066535;PI;Nordeste;2200707;Urbana;481,7;Regular;49,67301088;Adequada;0,43;0;0;1;0
8090;35412983;SP;Sudeste;3529401;Urbana;485,3;Regular;49,67565616;Adequada;0,48;0;0;0,23;0,77
8091;31180904;MG;Sudeste;3124005;Rural;569,5;Regular;49,67883488;Adequada;0,38;0;0;0;1
8092;43106161;RS;Sul;4314902;Urbana;508,3;Regular;49,68098869;Adequada;0,64;0;0;0,3;0,7
8093;31129127;MG;Sudeste;3152105;Urbana;478,9;Mediação;49,68132095;Adequada;0,75;0;0;1;0
8094;23078685;CE;Nordeste;2304400;Urbana;473;Regular;49,68207262;Adequada;0,46;0;0;0,54;0,46
8095;21022208;MA;Nordeste;2111201;Urbana;465,8;Regular;49,68470944;Adequada;0,5;0;0;0,69;0,31
8096;24073350;RN;Nordeste;2412807;Urbana;478,2;Profissionalizante;49,68481984;Adequada;0,32;0;0;0;1
8097;35004418;SP;Sudeste;3550308;Urbana;463,6;Regular;49,68499473;Adequada;0,68;0;0;0;1
8098;31002259;MG;Sudeste;3106200;Urbana;493,7;Regular;49,68571632;Adequada;0,47;0;0;0,46;0,54
8099;31008559;MG;Sudeste;3118601;Urbana;490,8;Profissionalizante;49,68571632;Adequada;0,73;0;0;0,06;0,94
8100;31032701;MG;Sudeste;3114501;Urbana;518,6;Profissionalizante;49,68571632;Adequada;0,82;0;0;0,28;0,72
8101;31159841;MG;Sudeste;3170107;Urbana;496,5;Profissionalizante;49,68571632;Adequada;0,91;0;0;0;1
8102;26183021;PE;Nordeste;2611606;Urbana;526,1;Profissionalizante;49,68635679;Adequada;0,84;0;0;0;1
8103;50005723;MS;CO;5002704;Urbana;509,6;Regular;49,68763291;Adequada;0,4;0;0;0;1
8104;35907397;SP;Sudeste;3509502;Urbana;484,8;Regular;49,68950238;Adequada;0,48;0;0;0,53;0,47
8105;26037904;PE;Nordeste;2612604;Urbana;463,9;Profissionalizante;49,6930416;Adequada;0,21;0;0;1;0
8106;31108481;MG;Sudeste;3128600;Urbana;499,4;Profissionalizante;49,6944305;Adequada;0,67;0;0;0;1
8107;35905410;SP;Sudeste;3504107;Urbana;488,8;Regular;49,69444989;Adequada;0,33;0;0;0;1
8108;35035440;SP;Sudeste;3505708;Urbana;487,9;Regular;49,69444989;Adequada;0,75;0;0;0,5;0,5
8109;35002148;SP;Sudeste;3550308;Urbana;500,1;Regular;49,69507542;Adequada;0,67;0;0;0,5;0,5
8110;23252294;CE;Nordeste;2304400;Urbana;474,8;Profissionalizante;49,69652183;Adequada;0,39;0;0;0;1
8111;42012414;SC;Sul;4204608;Urbana;473,6;Regular;49,69676943;Adequada;0,45;0;0,44;0;0,56
8112;35495104;SP;Sudeste;3552205;Urbana;453,2;Regular;49,69839781;Adequada;0,56;0;0;0;1
8113;27034003;AL;Nordeste;2700508;Urbana;451,1;Regular;49,69951132;Adequada;0,51;0;0;0,36;0,64
8114;22041680;PI;Nordeste;2200202;Urbana;437,9;Regular;49,69955774;Adequada;0,83;0;0;0,6;0,4
8115;35297537;SP;Sudeste;3518800;Urbana;471,6;Regular;49,7003982;Adequada;0,71;0;0;0,09;0,91
8116;35020710;SP;Sudeste;3549102;Urbana;518,9;Regular;49,7003982;Adequada;0,11;0;0;0;1
8117;29147409;BA;Nordeste;2903276;Urbana;486,7;Regular;49,7036272;Adequada;0,33;0;0;0,81;0,19
8118;52023443;GO;CO;5210406;Urbana;439,7;Regular;49,70434701;Adequada;0,41;0;0;0;1
8119;35012191;SP;Sudeste;3541000;Urbana;499,9;Regular;49,70534679;Adequada;0,33;0;0;0;1
8120;11036486;RO;Norte;1100072;Urbana;488,2;Regular;49,70565343;Adequada;0,57;0;0,18;0,82;0
8121;31079952;MG;Sudeste;3118809;Urbana;499,2;Regular;49,70678937;Adequada;0,67;0;0;0;1
8122;35010558;SP;Sudeste;3513009;Urbana;490,6;Regular;49,71109656;Adequada;0,61;0;0;0;1
8123;35021520;SP;Sudeste;3526704;Urbana;463;Regular;49,71109656;Adequada;0,32;0;0;0;1
8124;35050436;SP;Sudeste;3516408;Urbana;463,5;Regular;49,71109656;Adequada;0,67;0;0;0,17;0,83
8125;35902330;SP;Sudeste;3509205;Urbana;469,4;Regular;49,71109656;Adequada;0,53;0;0,17;0;0,83
8126;35920344;SP;Sudeste;3547809;Urbana;480,5;Regular;49,71109656;Adequada;0,42;0;0;1;0
8127;35924647;SP;Sudeste;3550308;Urbana;492;Regular;49,71109656;Adequada;0,68;0;0,23;0;0,77
8128;35031458;SP;Sudeste;3535408;Urbana;524,4;Regular;49,71109656;Adequada;0,07;0;0;0;1
8129;35444388;SP;Sudeste;3515004;Urbana;471,1;Regular;49,71109656;Adequada;0,33;0;0;1;0
8130;35047909;SP;Sudeste;3529302;Urbana;471;Regular;49,71186452;Adequada;0,5;0;0;0;1
8131;17054060;TO;Norte;1721000;Urbana;469;Regular;49,71199423;Adequada;0,23;0;0,46;0;0,54
8132;43043186;RS;Sul;4305108;Urbana;498,7;Regular;49,71533269;Adequada;0,56;0;0,04;0,22;0,73
8133;13031112;AM;Norte;1302603;Urbana;474,5;Regular;49,7165199;Adequada;0,74;0;0;0,15;0,85
8134;35913534;SP;Sudeste;3517604;Rural;497;Regular;49,71771037;Adequada;0,33;0;0;0;1
8135;22128760;PI;Nordeste;2205805;Urbana;479,1;Regular;49,71784518;Adequada;0,58;0;0,19;0,48;0,33
8136;42109213;SC;Sul;4209102;Urbana;478;Regular;49,71851282;Adequada;0,31;0;0;1;0
8137;35030107;SP;Sudeste;3507753;Urbana;489,6;Regular;49,7192823;Adequada;0,39;0;0;0,86;0,14
8138;29398940;BA;Nordeste;2926608;Rural;498,5;Regular;49,72028588;Adequada;0,04;0;0;1;0
8139;35405243;SP;Sudeste;3550308;Urbana;518,2;Profissionalizante;49,72091443;Adequada;0,67;0,17;0;0;0,83
8140;23246740;CE;Nordeste;2305605;Urbana;486,4;Profissionalizante;49,72150972;Adequada;0,65;0;0;0,45;0,55
8141;41052242;PR;Sul;4125407;Urbana;486,6;Regular;49,72353033;Adequada;0,33;0;0;0;1
8142;29229294;BA;Nordeste;2918001;Urbana;466,1;Regular;49,72671512;Adequada;0,19;0;0;1;0
8143;35029836;SP;Sudeste;3548054;Urbana;498,1;Regular;49,73129923;Adequada;0,75;0;0;0,67;0,33
8144;35496479;SP;Sudeste;3550407;Urbana;527,1;Regular;49,73315647;Adequada;0,31;0;0;0;1
8145;25094157;PB;Nordeste;2507507;Urbana;479;Regular;49,73652371;Adequada;0,84;0;0,08;0,38;0,55
8146;35005836;SP;Sudeste;3518800;Urbana;491,3;Regular;49,73746751;Adequada;0,5;0;0;0,28;0,72
8147;23071265;CE;Nordeste;2304400;Urbana;369,2;Regular;49,73761902;Adequada;0,59;0;0,65;0,35;0
8148;26075997;PE;Nordeste;2606002;Urbana;471,9;Regular;49,73914346;Adequada;0,43;0;0;0,3;0,7
8149;41105222;PR;Sul;4120903;Urbana;485,5;Regular;49,74197987;Adequada;0,33;0;0,6;0,4;0
8150;15124770;PA;Norte;1502954;Urbana;477,4;Regular;49,74236305;Adequada;0,33;0;0;0,5;0,5
8151;35017991;SP;Sudeste;3507605;Urbana;478,8;Regular;49,7434746;Adequada;0,6;0;0,26;0,32;0,42
8152;31082945;MG;Sudeste;3170800;Urbana;465,9;Regular;49,74414095;Adequada;0,47;0;0;0,86;0,14
8153;31217778;MG;Sudeste;3171303;Urbana;503,9;Regular;49,74600973;Adequada;1;0;0;0;1
8154;21093733;MA;Nordeste;2105302;Urbana;484,2;Regular;49,74851845;Adequada;0,53;0;0;0,64;0,36
8155;50022997;MS;CO;5002704;Urbana;521,8;Regular;49,75108946;Adequada;0,43;0;0,13;0;0,87
8156;51032333;MT;CO;5107206;Urbana;483,2;Regular;49,75155314;Adequada;0,3;0;0;1;0
8157;52030628;GO;CO;5201405;Urbana;475;Regular;49,75395916;Adequada;0,7;0,12;0;0,16;0,72
8158;24055824;RN;Nordeste;2403251;Urbana;481,9;Regular;49,75504795;Adequada;0,83;0;0;0,2;0,8
8159;31184462;MG;Sudeste;3101003;Urbana;475;Regular;49,75581429;Adequada;0,67;0;0;0;1
8160;41056264;PR;Sul;4127106;Urbana;468,3;Profissionalizante;49,75673538;Adequada;0,33;0;0;1;0
8161;43094325;RS;Sul;4313607;Urbana;529;Regular;49,75760808;Adequada;0,67;0;0;0,5;0,5
8162;35010133;SP;Sudeste;3515004;Urbana;488,5;Regular;49,75882548;Adequada;0,57;0;0;1;0
8163;41041879;PR;Sul;4124707;Urbana;492,2;Regular;49,76028751;Adequada;0,44;0;0;0,75;0,25
8164;32039085;ES;Sudeste;3205200;Urbana;497,4;Profissionalizante;49,76347931;Adequada;0,83;0;0,27;0,15;0,58
8165;25092871;PB;Nordeste;2507507;Urbana;491,9;Profissionalizante;49,76586733;Adequada;0,62;0;0,15;0,26;0,58
8166;31016250;MG;Sudeste;3166204;Urbana;498,1;Regular;49,76845725;Adequada;0,53;0;0;0;1
8167;12000663;AC;Norte;1200203;Urbana;399;Regular;49,77108979;Adequada;0,4;0;0;0;1
8168;22054766;PI;Nordeste;2210631;Urbana;476,5;Regular;49,77146938;Adequada;0,55;0;0;0;1
8169;43038735;RS;Sul;4313375;Rural;453,7;Regular;49,77672456;Adequada;0,44;0;0;0;1
8170;35017437;SP;Sudeste;3527009;Urbana;486,4;Regular;49,77768227;Adequada;0,35;0;0;0,92;0,08
8171;41126416;PR;Sul;4105805;Urbana;466,3;Regular;49,77895729;Adequada;0,67;0,4;0;0,2;0,4
8172;51036746;MT;CO;5103403;Urbana;488,9;Regular;49,77987558;Adequada;0,57;0;0;0,69;0,31
8173;29467403;BA;Nordeste;2926707;Urbana;502,9;Regular;49,78115185;Adequada;0,72;0;0;1;0
8174;31129321;MG;Sudeste;3171154;Urbana;514,3;Regular;49,78189724;Adequada;0,65;0;0;0,33;0,67
8175;35004613;SP;Sudeste;3550308;Urbana;479,1;Regular;49,78302481;Adequada;0,26;0;0;0;1
8176;35008801;SP;Sudeste;3548708;Urbana;494,4;Regular;49,78302481;Adequada;0,3;0;0;0,06;0,94
8177;35034678;SP;Sudeste;3519006;Urbana;489,5;Regular;49,78302481;Adequada;0,71;0;0,41;0,53;0,06
8178;35040551;SP;Sudeste;3505708;Urbana;462,4;Regular;49,78302481;Adequada;0,67;0;0,31;0,69;0
8179;35915269;SP;Sudeste;3523107;Urbana;483,4;Regular;49,78302481;Adequada;0,67;0;0;0;1
8180;21049351;MA;Nordeste;2110500;Urbana;481,1;Regular;49,78379389;Adequada;0,63;0;0,14;0,14;0,71
8181;29433843;BA;Nordeste;2922003;Rural;482,3;Regular;49,78416595;Adequada;0,46;0;0,29;0,56;0,16
8182;17032229;TO;Norte;1700400;Urbana;453,6;Regular;49,7845974;Adequada;0,31;0;0;0;1
8183;31044652;MG;Sudeste;3148400;Urbana;495,1;Profissionalizante;49,7845974;Adequada;0,39;0;0;0;1
8184;17037158;TO;Norte;1720903;Urbana;472;Regular;49,7845974;Adequada;0,3;0;0;0;1
8185;52015823;GO;CO;5208608;Urbana;482,4;Regular;49,7845974;Adequada;0,15;0;0;1;0
8186;52051897;GO;CO;5204409;Urbana;468,7;Regular;49,7845974;Adequada;0,5;0;0;0;1
8187;35045007;SP;Sudeste;3523107;Urbana;494;Regular;49,78587894;Adequada;0,29;0;0;0;1
8188;31082422;MG;Sudeste;3156502;Rural;468,7;Profissionalizante;49,78832846;Adequada;0,78;0;0;0,14;0,86
8189;27045757;AL;Nordeste;2706802;Urbana;458,8;Regular;49,78897112;Adequada;0,69;0;0,27;0;0,73
8190;33025150;RJ;Sudeste;3301306;Rural;459;Regular;49,78897772;Adequada;0,33;0;0;0;1
8191;33008663;RJ;Sudeste;3301009;Urbana;485,3;Regular;49,79108804;Adequada;0,71;0;0;0,17;0,83
8192;33092249;RJ;Sudeste;3305109;Urbana;481,3;Regular;49,79108804;Adequada;0,38;0;0;0,46;0,54
8193;35000711;SP;Sudeste;3550308;Urbana;489,9;Regular;49,79394106;Adequada;0,83;0;0;0,54;0,46
8194;26121247;PE;Nordeste;2611606;Urbana;462,5;Regular;49,79883867;Adequada;0,16;0;0;0;1
8195;31000132;MG;Sudeste;3106200;Urbana;494,5;Regular;49,79883867;Adequada;0,67;0;0;0,06;0,94
8196;31075736;MG;Sudeste;3153509;Urbana;552,7;Regular;49,79883867;Adequada;0,62;0;0;0,38;0,63
8197;31019658;MG;Sudeste;3131158;Urbana;493,7;Regular;49,79883867;Adequada;0,54;0;0;0;1
8198;31141933;MG;Sudeste;3167202;Urbana;481,7;Regular;49,79883867;Adequada;0,64;0;0;0;1
8199;31167665;MG;Sudeste;3170206;Urbana;490,1;Regular;49,79883867;Adequada;1;0;0;0,46;0,54
8200;41047630;PR;Sul;4112900;Urbana;490,6;Regular;49,79883867;Adequada;0,44;0;0;1;0
8201;35903899;SP;Sudeste;3509502;Urbana;470,7;Regular;49,79926051;Adequada;0,33;0;0;0;1
8202;35017929;SP;Sudeste;3504107;Rural;463,2;Regular;49,80047039;Adequada;0,36;0;0;1;0
8203;43038875;RS;Sul;4304630;Urbana;507,3;Regular;49,80348567;Adequada;0,54;0;0;0,62;0,38
8204;17035287;TO;Norte;1716208;Urbana;452,7;Profissionalizante;49,80623278;Adequada;0,29;0;0;0;1
8205;35039366;SP;Sudeste;3550308;Urbana;480,1;Regular;49,80623278;Adequada;0,43;0;0;0,09;0,91
8206;35048422;SP;Sudeste;3515004;Urbana;494,3;Regular;49,80624598;Adequada;0,33;0;0;0,67;0,33
8207;24063010;RN;Nordeste;2415008;Urbana;465,4;Regular;49,80737671;Adequada;0,92;0;0;0,45;0,55
8208;51041472;MT;CO;5106109;Urbana;482,7;Regular;49,80796287;Adequada;0,56;0;0;1;0
8209;16001567;AP;Norte;1600238;Urbana;450,6;Regular;49,81054587;Adequada;0,44;0;0;0;1
8210;32010699;ES;Sudeste;3201506;Urbana;474,5;Regular;49,81148504;Adequada;0,33;0;0;1;0
8211;35925184;SP;Sudeste;3550308;Urbana;480,7;Regular;49,81494527;Adequada;0,33;0;0;0;1
8212;22042954;PI;Nordeste;2207108;Urbana;460,6;Regular;49,8158488;Adequada;0,53;0;0;0,5;0,5
8213;35039123;SP;Sudeste;3550308;Urbana;477,8;Regular;49,81611705;Adequada;0,44;0;0;0,55;0,45
8214;12052221;AC;Norte;1200401;Urbana;467,3;Regular;49,81803493;Adequada;0,79;0;0;0,19;0,81
8215;35913736;SP;Sudeste;3519303;Urbana;470,8;Regular;49,82147738;Adequada;0,76;0;0;0,18;0,82
8216;42076455;SC;Sul;4201406;Urbana;475,4;Profissionalizante;49,82546227;Adequada;0,51;0;0;0,54;0,46
8217;25100033;PB;Nordeste;2500601;Urbana;481,8;Regular;49,82844852;Adequada;0,48;0;0;0,25;0,75
8218;52031063;GO;CO;5201405;Urbana;483,9;Regular;49,83041278;Adequada;0,18;0;0;0;1
8219;35016536;SP;Sudeste;3526407;Urbana;494,8;Regular;49,83082296;Adequada;0,12;0;0;0;1
8220;31141488;MG;Sudeste;3153608;Urbana;528,4;Regular;49,83415391;Adequada;0,93;0;0;0;1
8221;24010537;RN;Nordeste;2404853;Urbana;461,3;Profissionalizante;49,83463547;Adequada;0,67;0;0;0,5;0,5
8222;35027339;SP;Sudeste;3555356;Urbana;477,3;Regular;49,83470093;Adequada;0,74;0;0,94;0;0,06
